Loading inference model from files models/output_graph.pbLoaded inference model in 0.21s.# File (10_A_1.wav):
# File (4_A_6.wav):
# - 2.1374375 seconds long.
# - actual    text: 'computer turn on the lights'
# - processed text: 'computer turn on the lights'
# - processed in 2.185 seconds.
# - WER = 0.0
# File (4_B_1.wav):
# - 1.7795 seconds long.
# - actual    text: 'mute unmute'
# - processed text: 'mnuted unnude'
# - processed in 1.787 seconds.
# - WER = 1.0
# File (4_B_2.wav):
# - 1.8945625 seconds long.
# - actual    text: 'stop abort'
# - processed text: 'stop a board'
# - processed in 1.894 seconds.
# - WER = 1.0
# File (4_B_3.wav):
# - 1.8945625 seconds long.
# - actual    text: 'pause resume'
# - processed text: 'pause risyou'
# - processed in 1.9 seconds.
# - WER = 0.5
# File (4_B_4.wav):
# - 1.7135 seconds long.
# - actual    text: 'next back'
# - processed text: 'next beck'
# - processed in 1.733 seconds.
# - WER = 0.5
# File (4_B_5.wav):
# - 1.086375 seconds long.
# - actual    text: 'louder'
# - processed text: 'low ena'
# - processed in 1.089 seconds.
# - WER = 2.0
# File (4_B_6.wav):
# - 1.3734375 seconds long.
# - actual    text: 'turn the volume down'
# - processed text: 'turned o volium down'
# - processed in 1.405 seconds.
# - WER = 0.75
# File (4_B_7.wav):
# - 1.4396875 seconds long.
# - actual    text: 'set volume to six'
# - processed text: 'seid mornim to six'
# - processed in 1.457 seconds.
# - WER = 0.5
# File (4_C_1.wav):
# - 1.8725 seconds long.
# - actual    text: 'play some music by bon jovi'
# - processed text: 'place om music by bondro we'
# - processed in 1.902 seconds.
# - WER = 0.667
# File (4_C_2.wav):
# - 2.1330625 seconds long.
# - actual    text: 'play my eighties rock playlist now'
# - processed text: 'plaim my it is robk playlest now'
# - processed in 2.156 seconds.
# - WER = 0.833
# File (4_C_3.wav):
# - 1.7620625 seconds long.
# - actual    text: 'what song is currently playing'
# - processed text: 'what so is currently playing'
# - processed in 1.799 seconds.
# - WER = 0.2
# File (4_C_4.wav):
# - 2.1065625 seconds long.
# - actual    text: 'please add this song to my favourites'
# - processed text: 'please an the son to my favorites'
# - processed in 2.134 seconds.
# - WER = 0.571
# File (4_C_5.wav):
# - 2.1595625 seconds long.
# - actual    text: 'what can i do with the music skill'
# - processed text: 'what can i do wis to music skill'
# - processed in 2.19 seconds.
# - WER = 0.25
# File (4_D_1.wav):
# - 2.5260625 seconds long.
# - actual    text: 'set an alarm for five am please'
# - processed text: 'sitte along for a five i mplease'
# - processed in 2.568 seconds.
# - WER = 0.857
# File (4_D_2.wav):
# - 2.49075 seconds long.
# - actual    text: 'how much time is left on my pizza timer'
# - processed text: 'how much time is left on my pizza time op'
# - processed in 2.548 seconds.
# - WER = 0.222
# File (4_D_3.wav):
# - 3.01625 seconds long.
# - actual    text: 'remind me of the tennis training tonight at five'
# - processed text: 'reminds me of of the tennist training to night at five'
# - processed in 3.122 seconds.
# - WER = 0.556
# File (4_D_4.wav):
# - 1.523625 seconds long.
# - actual    text: 'cancel all my timers'
# - processed text: 'censl on my time must'
# - processed in 1.552 seconds.
# - WER = 1.0
# File (4_D_5.wav):
# - 0.9539375 seconds long.
# - actual    text: 'what's the date'
# - processed text: 'what's the dat'
# - processed in 0.956 seconds.
# - WER = 0.25
# File (4_D_6.wav):
# - 2.0734375 seconds long.
# - actual    text: 'when is easter sunday this year'
# - processed text: 'when es is thu sunday the yeer'
# - processed in 2.095 seconds.
# - WER = 0.667
# File (4_E_1.wav):
# - 2.2258125 seconds long.
# - actual    text: 'add milk and cheese to my shopping list'
# - processed text: 'at mok in cheese to much shopingness'
# - processed in 2.261 seconds.
# - WER = 0.75
# File (4_E_2.wav):
# - 1.695875 seconds long.
# - actual    text: 'create a new appointment'
# - processed text: 'preate a new appointment'
# - processed in 1.725 seconds.
# - WER = 0.25
# File (4_E_3.wav):
# - 4.4206875 seconds long.
# - actual    text: 'put doctor smith on my calendar for nineteenth of july at five pm'
# - processed text: 'go doctors  miss an my colano for mind te is of tu ly at five piam'
# - processed in 4.552 seconds.
# - WER = 0.846
# File (4_E_4.wav):
# - 3.02075 seconds long.
# - actual    text: 'remind me to mow the lawn next saturday'
# - processed text: 'remind me to mole the law next seturday'
# - processed in 3.075 seconds.
# - WER = 0.375
# File (4_E_5.wav):
# - 2.3229375 seconds long.
# - actual    text: 'what reminders do i have for this weekend'
# - processed text: 'what remind us to a healf oth sweek cand'
# - processed in 2.35 seconds.
# - WER = 1.0
# File (4_F_1.wav):
# - 2.1595625 seconds long.
# - actual    text: 'give me articles about politics'
# - processed text: 'give me uttigles about politics'
# - processed in 2.183 seconds.
# - WER = 0.2
# File (4_F_2.wav):
# - 1.2100625 seconds long.
# - actual    text: 'tell me the news'
# - processed text: 'tell me the news'
# - processed in 1.208 seconds.
# - WER = 0.0
# File (4_F_3.wav):
# - 1.4485625 seconds long.
# - actual    text: 'what happened today'
# - processed text: 'what happened to day'
# - processed in 1.459 seconds.
# - WER = 0.667
# File (4_F_4.wav):
# - 2.274375 seconds long.
# - actual    text: 'which news topics are available'
# - processed text: 'which news topics are away lable'
# - processed in 2.33 seconds.
# - WER = 0.4
# File (4_F_5.wav):
# - 2.64975 seconds long.
# - actual    text: 'set business as preferred news category'
# - processed text: 'set isiness as preferred nuwscet gary'
# - processed in 2.696 seconds.
# - WER = 0.5
# File (4_F_6.wav):
# - 2.035875 seconds long.
# - actual    text: 'how does the news skill work'
# - processed text: 'hol dos e news skill work'
# - processed in 2.082 seconds.
# - WER = 0.5
# File (4_F_7.wav):
# - 2.1241875 seconds long.
# - actual    text: 'will it rain today in manchester'
# - processed text: 'will a ren to day menthostar'
# - processed in 2.129 seconds.
# - WER = 0.833
# File (4_F_8.wav):
# - 2.6895 seconds long.
# - actual    text: 'what's the weather going to be like on sunday'
# - processed text: 'the whats the weather going to be like on sunday'
# - processed in 2.883 seconds.
# - WER = 0.2
# File (4_F_9.wav):
# - 1.9873125 seconds long.
# - actual    text: 'do i need an umbrella tomorrow'
# - processed text: 'go i need an umbrella to morrow'
# - processed in 2.045 seconds.
# - WER = 0.5
# File (4_G_1.wav):
# - 3.4446875 seconds long.
# - actual    text: 'how long does it take from london to liverpool by car'
# - processed text: 'how long does it take hem wrong unto live o boo by car'
# - processed in 3.476 seconds.
# - WER = 0.545
# File (4_G_2.wav):
# - 3.4446875 seconds long.
# - actual    text: 'set my location to kennington road four in london'
# - processed text: 'sert my location to kenning e road before in london'
# - processed in 3.495 seconds.
# - WER = 0.444
# File (4_G_3.wav):
# - 1.8195 seconds long.
# - actual    text: 'i need help with navigation'
# - processed text: 'i ne tell was nov recation'
# - processed in 1.824 seconds.
# - WER = 1.0
# File (4_G_4.wav):
# - 3.1885 seconds long.
# - actual    text: 'what restaurants are within five kilometres'
# - processed text: 'what restauronts are within five killamitus'
# - processed in 3.201 seconds.
# - WER = 0.333
# File (4_G_5.wav):
# - 3.7803125 seconds long.
# - actual    text: 'how far is it to the university of oxford'
# - processed text: 'how far is itch to lhe uluversity of oxfort'
# - processed in 3.816 seconds.
# - WER = 0.444
# File (4_G_6.wav):
# - 4.52225 seconds long.
# - actual    text: 'how long does it take from buckingham palace to tower of london on foot'
# - processed text: 'hor long does it take from bocking and palice to tall flong mon food'
# - processed in 4.693 seconds.
# - WER = 0.643
# File (4_G_7.wav):
# - 2.15075 seconds long.
# - actual    text: 'find me a burger restaurant nearby'
# - processed text: 'finds me a bok a restaurant in nhear we'
# - processed in 2.163 seconds.
# - WER = 1.0
# File (4_G_8.wav):
# - 2.8794375 seconds long.
# - actual    text: 'what's the address of the nearest tesco store'
# - processed text: 'what's stil dress of the news tescostor'
# - processed in 2.941 seconds.
# - WER = 0.556
# File (4_H_1.wav):
# - 1.9873125 seconds long.
# - actual    text: 'how many feet are in a mile'
# - processed text: 'how many feet are in a mile'
# - processed in 2.011 seconds.
# - WER = 0.0
# File (4_H_2.wav):
# - 2.526125 seconds long.
# - actual    text: 'what's seven times forty four'
# - processed text: 'whats seven times for for'
# - processed in 2.548 seconds.
# - WER = 0.667
# File (4_H_3.wav):
# - 4.0320625 seconds long.
# - actual    text: 'what's two hundred twenty five divided by five'
# - processed text: 'ba lats to hundred twenty five to iteed by five'
# - processed in 4.188 seconds.
# - WER = 0.556
# File (4_H_4.wav):
# - 3.7670625 seconds long.
# - actual    text: 'what's fifteen percent of one hundred twenty eight'
# - processed text: 'what's fifteen percent of one hundred twenty eight'
# - processed in 3.946 seconds.
# - WER = 0.0
# File (4_H_5.wav):
# - 3.104625 seconds long.
# - actual    text: 'is three hundred thirty seven a prime number'
# - processed text: 'is rehundred tirty seven prime nomber'
# - processed in 3.141 seconds.
# - WER = 0.625
# File (4_I_1.wav):
# - 2.1993125 seconds long.
# - actual    text: 'what's the definition of cat'
# - processed text: 'what's the diffinition of cat'
# - processed in 2.231 seconds.
# - WER = 0.167
# File (4_I_2.wav):
# - 1.5500625 seconds long.
# - actual    text: 'what does to share mean'
# - processed text: 'what does the shim mean'
# - processed in 1.588 seconds.
# - WER = 0.4
# File (4_I_3.wav):
# - 1.523625 seconds long.
# - actual    text: 'how do you spell date'
# - processed text: 'how do you spell date'
# - processed in 1.545 seconds.
# - WER = 0.0
# File (4_I_4.wav):
# - 2.6409375 seconds long.
# - actual    text: 'tell me words that start with an a'
# - processed text: 'tell me worse that's star with he name'
# - processed in 2.662 seconds.
# - WER = 0.625
# File (4_I_5.wav):
# - 2.9544375 seconds long.
# - actual    text: 'which words contain c o n'
# - processed text: 'to which words contain sea or end'
# - processed in 3.001 seconds.
# - WER = 0.667
# File (4_I_6.wav):
# - 1.4220625 seconds long.
# - actual    text: 'can you translate cat'
# - processed text: 'cen you translate cat'
# - processed in 1.455 seconds.
# - WER = 0.25
# File (4_I_7.wav):
# - 1.5456875 seconds long.
# - actual    text: 'what is dog in german'
# - processed text: 'what is talking toaman'
# - processed in 1.553 seconds.
# - WER = 0.6
# File (4_I_8.wav):
# - 3.223875 seconds long.
# - actual    text: 'set the number of words for translations to three'
# - processed text: 'seit the number of words worth frans lasions to three'
# - processed in 3.342 seconds.
# - WER = 0.444
# File (4_I_9.wav):
# - 2.2169375 seconds long.
# - actual    text: 'what is another word for dashboard'
# - processed text: 'wot es another word for dash pot'
# - processed in 2.273 seconds.
# - WER = 0.667
# File (4_J_1.wav):
# - 2.075625 seconds long.
# - actual    text: 'turn on the living room lights please'
# - processed text: 'tern on the living room lights please'
# - processed in 2.198 seconds.
# - WER = 0.143
# File (4_J_2.wav):
# - 3.48 seconds long.
# - actual    text: 'set the temperature in the kitchen to twenty two degrees'
# - processed text: 'so the temper chine the kitchen too twenty i two degrees'
# - processed in 3.615 seconds.
# - WER = 0.5
# File (4_J_3.wav):
# - 2.786625 seconds long.
# - actual    text: 'set the shutters to fifty percent'
# - processed text: 'set that shut hers to fifty percent'
# - processed in 2.878 seconds.
# - WER = 0.5
# File (4_J_4.wav):
# - 1.9696875 seconds long.
# - actual    text: 'please lower the blinds by half'
# - processed text: 'plise lower the blinde by hard'
# - processed in 2.014 seconds.
# - WER = 0.5
# File (4_K_1.wav):
# - 1.581 seconds long.
# - actual    text: 'how old is queen elizabeth'
# - processed text: 'oh ordes breen a litlvers'
# - processed in 1.585 seconds.
# - WER = 1.0
# File (4_K_10.wav):
# - 1.351375 seconds long.
# - actual    text: 'do you like to travel'
# - processed text: 'tho yeu like to travel'
# - processed in 1.388 seconds.
# - WER = 0.4
# File (4_K_11.wav):
# - 1.9078125 seconds long.
# - actual    text: 'what kind of music do you like'
# - processed text: 'what kind of music do you like'
# - processed in 1.924 seconds.
# - WER = 0.0
# File (4_K_2.wav):
# - 2.327375 seconds long.
# - actual    text: 'how many people live in australia'
# - processed text: 'how many people livin alstrae yer'
# - processed in 2.362 seconds.
# - WER = 0.5
# File (4_K_3.wav):
# - 2.1771875 seconds long.
# - actual    text: 'what's the height of the eiffel tower'
# - processed text: 'what's the hight of the ivhetor'
# - processed in 2.199 seconds.
# - WER = 0.375
# File (4_K_4.wav):
# - 2.3318125 seconds long.
# - actual    text: 'how long is the river danube'
# - processed text: 'hor longest tho river the loo'
# - processed in 2.365 seconds.
# - WER = 1.0
# File (4_K_5.wav):
# - 2.7248125 seconds long.
# - actual    text: 'how tall is the tallest mountain in the alps'
# - processed text: 'holtold is the talest mountain in the obs'
# - processed in 2.789 seconds.
# - WER = 0.444
# File (4_K_6.wav):
# - 2.3759375 seconds long.
# - actual    text: 'which movies did tom cruise play in'
# - processed text: 'which movies tetumptrus play in'
# - processed in 2.401 seconds.
# - WER = 0.429
# File (4_K_7.wav):
# - 1.444125 seconds long.
# - actual    text: 'what do you dream about'
# - processed text: 'what wo you dream about'
# - processed in 1.471 seconds.
# - WER = 0.2
# File (4_K_8.wav):
# - 1.5059375 seconds long.
# - actual    text: 'what's your favourite colour'
# - processed text: 'what's yo favorite color'
# - processed in 1.519 seconds.
# - WER = 0.6
# File (4_K_9.wav):
# - 2.239 seconds long.
# - actual    text: 'what do you do when i'm not at home'
# - processed text: 'what do you do when i'm not at hole'
# - processed in 2.292 seconds.
# - WER = 0.1
# File (5_A_1.wav):
# - 2.0726875 seconds long.
# - actual    text: 'athena turn on the lights'
# - processed text: 'i teena turn on the lights'
# - processed in 2.109 seconds.
# - WER = 0.4
# File (5_A_2.wav):
# - 1.896375 seconds long.
# - actual    text: 'minerva turn on the lights'
# - processed text: 'my nerve torn on the lights'
# - processed in 1.923 seconds.
# - WER = 0.6
# File (5_A_3.wav):
# - 2.268 seconds long.
# - actual    text: 'artemis turn on the light'
# - processed text: 'i timas turn on the blight'
# - processed in 2.305 seconds.
